"","Con1","Con2","Con3","Ko1","Ko2","Ko3"
"ENSMUSG00002075005",0,0,0,0,0,0
"ENSMUSG00000026466",690,2570,9558,719,3892,5569
"ENSMUSG00000102964",0,6,12,0,10,0
"ENSMUSG00000026380",70,164,531,38,252,302
"ENSMUSG00002076551",0,0,2,0,0,0
"ENSMUSG00000101624",0,0,0,0,0,0
"ENSMUSG00000088363",0,0,0,0,0,0
"ENSMUSG00000100040",0,0,0,0,0,0
"ENSMUSG00000010609",519,2659,7629,525,2228,2956
"ENSMUSG00000055676",78,272,839,39,258,370
"ENSMUSG00000026163",3686,12673,49424,2856,13703,31656
"ENSMUSG00000079140",0,0,4,0,3,4
"ENSMUSG00000104374",5,0,12,0,0,0
"ENSMUSG00000104219",0,0,0,0,0,0
"ENSMUSG00000100580",0,0,0,0,0,0
"ENSMUSG00000038855",1075,3995,16255,879,4600,8490
"ENSMUSG00002076780",0,0,0,0,0,0
"ENSMUSG00000104388",12,2,82,11,21,18
"ENSMUSG00000077736",0,0,0,0,0,0
"ENSMUSG00000103123",0,0,2,0,0,0
"ENSMUSG00000103772",0,0,0,0,0,0
"ENSMUSG00000053963",22,130,158,24,164,68
"ENSMUSG00000104210",0,0,0,0,0,0
"ENSMUSG00000102608",0,0,0,0,0,0
"ENSMUSG00000045658",100,488,1464,198,848,1014
"ENSMUSG00000050565",1761,7875,23245,1686,9778,13505
"ENSMUSG00000102750",0,0,0,0,0,0
"ENSMUSG00000101934",0,0,0,0,0,0
"ENSMUSG00000098851",0,0,0,0,0,0
"ENSMUSG00000015484",140,630,1592,190,972,1064
"ENSMUSG00000048402",2,4,18,4,12,10
"ENSMUSG00000098273",0,0,0,0,0,0
"ENSMUSG00000097408",0,0,0,0,0,0
"ENSMUSG00000096939",0,0,0,0,0,0
"ENSMUSG00000100767",0,0,0,0,0,0
"ENSMUSG00000099860",0,0,0,0,0,0
"ENSMUSG00000101179",0,0,0,0,0,0
"ENSMUSG00000037035",341,2160,7456,384,2452,3275
"ENSMUSG00000036766",367,1794,5763,234,1384,2337
"ENSMUSG00000104396",0,0,0,0,2,0
"ENSMUSG00000102481",0,0,0,0,0,0
"ENSMUSG00000005886",352,1706,5555,476,2463,4779
"ENSMUSG00000093254",0,0,0,0,0,0
"ENSMUSG00000004451",542,2736,6762,430,2641,3371
"ENSMUSG00000101437",0,0,0,0,0,0
"ENSMUSG00000103506",0,2,4,0,0,0
"ENSMUSG00000098447",5,18,14,0,0,5
"ENSMUSG00000103495",0,0,2,0,0,0
"ENSMUSG00002076346",0,0,0,0,0,0
"ENSMUSG00000102639",0,0,0,0,0,0
"ENSMUSG00000098923",415,1282,3520,364,1489,1644
"ENSMUSG00000104170",0,0,0,0,0,8
"ENSMUSG00000087782",0,0,0,0,0,0
"ENSMUSG00000101731",0,18,24,0,4,16
"ENSMUSG00000103085",0,0,4,0,2,0
"ENSMUSG00000084505",0,0,0,0,0,0
"ENSMUSG00000102664",1,0,2,0,0,0
"ENSMUSG00000101476",0,0,0,0,0,3
"ENSMUSG00000101171",0,0,8,0,0,2
"ENSMUSG00000026496",819,4038,12302,808,3992,5670
"ENSMUSG00000025935",5515,26604,69476,3289,17042,26246
"ENSMUSG00000025937",766,3077,9074,494,2041,3587
"ENSMUSG00000102982",0,0,0,0,0,0
"ENSMUSG00000067813",8,18,20,4,16,0
"ENSMUSG00000077368",0,0,0,0,0,0
"ENSMUSG00000097711",0,0,20,0,0,0
"ENSMUSG00000102166",0,2,0,0,0,0
"ENSMUSG00002075174",0,0,0,0,0,0
"ENSMUSG00000104209",0,0,0,0,0,0
"ENSMUSG00000101523",384,1520,4466,344,1500,2658
"ENSMUSG00000026596",292,1176,3760,262,1495,2780
"ENSMUSG00000104293",0,2,3,0,0,4
"ENSMUSG00000026219",1454,6166,19860,1408,7378,13190
"ENSMUSG00000103505",0,0,10,0,0,0
"ENSMUSG00000104503",8,4,28,0,4,2
"ENSMUSG00000073633",108,530,1871,158,744,618
"ENSMUSG00000026220",0,2,20,0,8,0
"ENSMUSG00000118590",0,0,1,0,1,0
"ENSMUSG00000099693",0,1,2,0,0,0
"ENSMUSG00000026104",283,1673,3809,250,1433,1698
"ENSMUSG00000026383",322,1473,4292,358,1736,2628
"ENSMUSG00000099569",0,0,0,0,0,0
"ENSMUSG00000102687",0,0,0,0,0,0
"ENSMUSG00000060519",1002,4903,15023,862,4591,6431
"ENSMUSG00000060743",5533,21252,52062,4360,21903,26545
"ENSMUSG00000073485",8,59,118,10,6,98
"ENSMUSG00000084558",0,0,0,0,0,0
"ENSMUSG00000038806",340,1472,3756,224,1449,2222
"ENSMUSG00000052477",2,4,1,0,13,2
"ENSMUSG00000103979",8,0,0,2,0,0
"ENSMUSG00000064281",146,795,1605,127,576,654
"ENSMUSG00002076475",0,0,0,0,0,0
"ENSMUSG00000118640",0,0,0,0,0,0
"ENSMUSG00000104251",0,0,0,0,0,0
"ENSMUSG00000061852",0,0,2,0,0,0
"ENSMUSG00000089976",0,11,33,0,15,50
"ENSMUSG00000033557",1231,5405,17995,1289,6955,12655
"ENSMUSG00000102961",0,0,0,0,0,0
"ENSMUSG00000046057",0,0,0,0,0,0
"ENSMUSG00000101279",0,0,2,1,2,12
"ENSMUSG00000066652",10,8,6,0,4,0
"ENSMUSG00000025932",174,395,1666,58,388,814
"ENSMUSG00002075819",0,0,0,0,0,0
"ENSMUSG00000102588",2,0,0,0,0,0
"ENSMUSG00000054493",0,0,0,0,0,0
"ENSMUSG00000089844",20,48,406,16,148,188
"ENSMUSG00000073631",0,0,1,0,0,0
"ENSMUSG00000026520",3072,16551,35127,1696,9464,11816
"ENSMUSG00000025930",6,10,2,0,0,0
"ENSMUSG00000103492",0,0,0,0,0,0
"ENSMUSG00000081201",645,2429,6311,503,2704,3492
"ENSMUSG00000038793",155,989,2336,147,681,885
"ENSMUSG00000082193",1280,6304,12820,1310,6266,7076
"ENSMUSG00000090128",0,0,0,0,0,0
"ENSMUSG00000090186",0,0,0,0,0,0
"ENSMUSG00000089716",22,169,589,38,227,250
"ENSMUSG00000079457",0,0,2,0,0,7
"ENSMUSG00000090252",0,0,0,0,0,0
"ENSMUSG00000026384",270,1111,4000,310,1622,2916
"ENSMUSG00000091876",0,47,57,4,13,34
"ENSMUSG00000103146",0,0,0,0,4,4
"ENSMUSG00000100436",0,0,0,0,0,0
"ENSMUSG00000091199",0,0,0,0,0,0
"ENSMUSG00000090277",0,0,0,0,0,0
"ENSMUSG00000100042",0,0,0,0,0,0
"ENSMUSG00000089652",0,0,0,0,0,0
"ENSMUSG00000100636",0,2,0,0,0,0
"ENSMUSG00000089937",1,0,12,0,2,9
"ENSMUSG00000101224",0,0,0,0,0,0
"ENSMUSG00000118591",0,0,8,0,0,0
"ENSMUSG00000036975",124,649,2108,189,665,872
"ENSMUSG00000101751",21,116,447,29,204,179
"ENSMUSG00000089714",0,0,0,0,0,1
"ENSMUSG00000118607",0,0,0,0,10,2
"ENSMUSG00000118632",0,0,0,0,0,0
"ENSMUSG00000094127",0,0,0,0,0,0
"ENSMUSG00000032769",14,78,162,2,52,94
"ENSMUSG00000088159",0,0,0,0,0,0
"ENSMUSG00000073737",0,2,44,0,2,2
"ENSMUSG00000092083",30,208,859,12,262,451
"ENSMUSG00000102937",0,0,0,0,0,0
"ENSMUSG00000104149",10,0,0,0,0,0
"ENSMUSG00000088829",0,0,0,0,0,0
"ENSMUSG00000077377",0,0,0,0,0,0
"ENSMUSG00000026519",739,3565,10983,502,2668,4100
"ENSMUSG00000101652",0,0,0,0,0,1
"ENSMUSG00000100814",0,0,0,0,0,1
"ENSMUSG00000085563",8,7,41,0,8,28
"ENSMUSG00000103930",0,0,0,0,0,0
"ENSMUSG00000036962",0,0,4,0,0,0
"ENSMUSG00000092245",0,0,0,0,0,0
"ENSMUSG00000070034",8,32,120,19,88,47
"ENSMUSG00000090103",0,0,2,0,0,0
"ENSMUSG00000025925",128,548,1460,92,651,947
"ENSMUSG00000104379",0,0,10,0,0,0
"ENSMUSG00000026387",0,8,38,8,6,22
"ENSMUSG00000038776",672,2676,7606,551,2421,3519
"ENSMUSG00000050777",24,138,524,98,442,532
"ENSMUSG00000103516",0,0,0,0,0,0
"ENSMUSG00000102858",0,0,0,0,0,0
"ENSMUSG00000032719",0,2,6,0,2,0
"ENSMUSG00002076565",0,0,0,0,0,0
"ENSMUSG00000100652",0,0,0,0,0,0
"ENSMUSG00000038768",0,0,29,7,10,23
"ENSMUSG00000104390",0,0,0,0,0,0
"ENSMUSG00000103328",0,0,0,0,8,1
"ENSMUSG00000102219",0,0,5,4,0,0
"ENSMUSG00000070031",47,272,1021,61,374,417
"ENSMUSG00000067795",0,10,4,0,6,0
"ENSMUSG00000073628",0,0,6,0,0,12
"ENSMUSG00000090246",0,0,0,0,0,1
"ENSMUSG00000043716",8505,44339,97984,7627,40238,43582
"ENSMUSG00000026516",391,1455,4089,204,1311,1888
"ENSMUSG00000103178",0,0,0,0,0,0
"ENSMUSG00000025921",317,1536,3015,299,2159,1518
"ENSMUSG00000104165",0,0,0,0,0,2
"ENSMUSG00000100868",0,2,1,0,0,0
"ENSMUSG00000062169",224,1518,2339,180,1082,1078
"ENSMUSG00000026103",1000,4320,11902,964,4590,7091
"ENSMUSG00000099648",0,0,0,0,0,0
"ENSMUSG00000065192",0,0,0,0,0,0
"ENSMUSG00000002881",476,2344,6584,440,2489,2977
"ENSMUSG00000097833",0,0,10,0,0,0
"ENSMUSG00000101501",0,0,1,0,0,0
"ENSMUSG00000100120",0,0,1,0,0,0
"ENSMUSG00000099878",6,0,0,0,0,0
"ENSMUSG00000100007",34,121,312,50,213,222
"ENSMUSG00000058665",0,0,0,0,0,0
"ENSMUSG00000099957",0,0,0,0,0,0
"ENSMUSG00000101700",0,0,0,0,0,0
"ENSMUSG00000104332",0,0,0,0,0,0
"ENSMUSG00000043015",38,214,495,28,111,162
"ENSMUSG00000103630",0,0,8,0,0,0
"ENSMUSG00000038733",1095,4400,13629,1038,5115,8237
"ENSMUSG00000003721",832,3256,8165,506,3105,4357
"ENSMUSG00000104253",10,10,104,14,26,78
"ENSMUSG00000054135",0,6,4,0,0,1
"ENSMUSG00000101791",0,0,1,0,0,0
"ENSMUSG00000081214",920,5122,9682,758,3950,3996
"ENSMUSG00000103260",0,0,6,0,0,4
"ENSMUSG00000041439",412,1775,5713,406,2150,3444
"ENSMUSG00000100302",0,0,0,0,0,0
"ENSMUSG00000100230",1,0,0,0,0,0
"ENSMUSG00000026514",0,0,2,0,0,0
"ENSMUSG00000102276",0,0,0,0,0,0
"ENSMUSG00000089888",0,0,0,0,0,0
"ENSMUSG00000089927",0,0,0,0,0,0
"ENSMUSG00000026102",198,616,2073,158,856,1025
"ENSMUSG00000050625",0,0,0,0,0,0
"ENSMUSG00000041426",222,1353,2458,198,1002,1430
"ENSMUSG00000089802",0,0,0,0,0,0
"ENSMUSG00000026339",172,704,2097,97,878,1391
"ENSMUSG00000085857",0,0,2,0,0,0
"ENSMUSG00000083582",0,0,0,0,0,2
"ENSMUSG00000050534",0,4,10,2,4,10
"ENSMUSG00000081130",0,0,0,0,0,0
"ENSMUSG00000043629",1089,4080,11197,871,3936,6357
"ENSMUSG00000026100",2,8,22,6,12,32
"ENSMUSG00000089334",0,0,0,0,0,0
"ENSMUSG00000047369",3,10,26,0,5,9
"ENSMUSG00000001674",816,3370,9788,724,3659,4478
"ENSMUSG00000103100",0,0,0,0,0,0
"ENSMUSG00000064970",0,0,0,0,0,0
"ENSMUSG00000102006",0,0,0,0,0,0
"ENSMUSG00000102488",0,0,0,0,0,0
"ENSMUSG00000083584",0,0,0,0,0,0
"ENSMUSG00000060715",0,0,4,4,0,4
"ENSMUSG00000100913",0,0,0,0,0,0
"ENSMUSG00002076253",0,0,0,0,0,0
"ENSMUSG00000099960",0,0,0,0,0,0
"ENSMUSG00000089274",0,0,0,0,0,0
"ENSMUSG00000103263",0,0,0,0,0,0
"ENSMUSG00000089190",0,0,0,0,0,0
"ENSMUSG00000099451",0,0,0,0,0,0
"ENSMUSG00000104180",0,0,0,0,0,0
"ENSMUSG00000100762",0,0,0,0,0,0
"ENSMUSG00000026222",24,145,486,52,352,170
"ENSMUSG00000100405",0,2,2,0,0,2
"ENSMUSG00000100525",0,0,0,0,0,0
"ENSMUSG00000101495",0,0,0,0,0,0
"ENSMUSG00002075189",0,0,0,0,0,0
"ENSMUSG00000004880",203,740,2273,137,952,1371
"ENSMUSG00002075457",0,0,0,0,0,0
"ENSMUSG00000056699",0,0,4,0,1,14
"ENSMUSG00000052760",2,5,38,2,20,0
"ENSMUSG00000098634",0,0,0,0,0,0
"ENSMUSG00002076791",0,0,0,0,0,0
"ENSMUSG00000100217",0,0,0,0,0,0
"ENSMUSG00002075989",0,0,0,0,0,0
"ENSMUSG00000026098",47,104,551,87,265,310
"ENSMUSG00000100763",0,0,0,0,0,0
"ENSMUSG00000026097",246,1128,2503,175,933,1079
"ENSMUSG00000100679",0,0,0,0,0,0
"ENSMUSG00000036707",1202,5032,15003,1048,5952,9027
"ENSMUSG00000026223",8251,44454,96112,8201,39747,48659
"ENSMUSG00000026224",0,2,2,0,0,4
"ENSMUSG00000099767",0,0,0,0,0,0
"ENSMUSG00000049608",2,0,24,0,2,4
"ENSMUSG00000026096",95,445,801,41,267,322
"ENSMUSG00000099913",0,6,10,0,0,0
"ENSMUSG00000036815",155,794,1373,95,620,993
"ENSMUSG00000102801",0,0,0,0,0,0
"ENSMUSG00000102681",0,0,0,0,0,0
"ENSMUSG00000077472",0,0,0,0,0,0
"ENSMUSG00000104410",0,0,0,0,0,0
"ENSMUSG00000102521",0,0,0,0,0,0
"ENSMUSG00000104205",0,4,0,0,0,0
"ENSMUSG00000102902",0,0,9,0,0,0
"ENSMUSG00000101985",0,0,0,0,0,0
"ENSMUSG00000101994",0,0,0,0,0,0
"ENSMUSG00000102940",0,0,0,0,0,0
"ENSMUSG00000103914",0,0,4,0,0,0
"ENSMUSG00000065340",0,0,0,0,0,0
"ENSMUSG00000101006",0,0,0,0,0,0
"ENSMUSG00000102240",0,0,0,0,0,0
"ENSMUSG00000099574",0,0,0,0,0,0
"ENSMUSG00000026095",92,434,1143,80,355,421
"ENSMUSG00000117809",0,0,0,0,0,0
"ENSMUSG00000100267",0,0,0,0,0,0
"ENSMUSG00000099450",0,0,0,0,0,0
"ENSMUSG00000100069",0,0,0,0,0,0
"ENSMUSG00000025920",540,2626,7684,568,3104,4531
"ENSMUSG00000089982",0,0,3,0,0,2
"ENSMUSG00000025939",1034,3815,10535,922,3797,5832
"ENSMUSG00000102457",0,1,26,5,24,30
"ENSMUSG00000096141",0,0,30,0,4,10
"ENSMUSG00002076105",0,0,0,0,0,0
"ENSMUSG00000026094",72,242,526,32,306,308
"ENSMUSG00000102405",0,0,0,0,0,0
"ENSMUSG00000026341",3036,12362,35645,2736,14340,19311
"ENSMUSG00000102063",0,0,0,0,0,0
"ENSMUSG00000079658",1020,4597,11148,664,3434,4255
"ENSMUSG00000097744",0,0,0,0,0,0
"ENSMUSG00000100959",0,0,0,0,0,0
"ENSMUSG00000026342",1589,7299,21316,1532,8455,11732
"ENSMUSG00000025940",402,1998,5301,418,1944,2240
"ENSMUSG00000101015",0,0,0,0,0,0
"ENSMUSG00000026343",54,204,649,53,221,360
"ENSMUSG00000025779",176,1110,2773,134,751,802
"ENSMUSG00000100093",0,0,0,0,0,0
"ENSMUSG00000091020",0,0,16,0,14,6
"ENSMUSG00000026344",4,14,0,2,0,6
"ENSMUSG00000101640",0,0,0,0,0,0
"ENSMUSG00000104133",0,0,0,0,0,0
"ENSMUSG00000042686",32,74,70,16,42,83
"ENSMUSG00000100110",0,3,0,0,0,0
"ENSMUSG00000025777",896,2812,10894,598,2601,5624
"ENSMUSG00000099899",2,0,26,0,0,0
"ENSMUSG00000100272",0,0,0,0,0,0
"ENSMUSG00000100398",0,0,0,0,0,0
"ENSMUSG00000101589",0,14,18,0,16,16
"ENSMUSG00000102048",0,0,0,0,0,0
"ENSMUSG00000089534",0,0,0,0,0,0
"ENSMUSG00000042807",41,84,401,16,105,188
"ENSMUSG00000067780",113,230,285,2,174,202
"ENSMUSG00000100053",0,0,0,0,0,0
"ENSMUSG00000098443",0,0,0,0,0,0
"ENSMUSG00000087949",0,0,0,0,0,0
"ENSMUSG00000102868",0,0,0,0,0,0
"ENSMUSG00000119657",0,0,0,0,0,0
"ENSMUSG00000085125",0,0,0,0,0,0
"ENSMUSG00000025776",2,14,12,0,12,12
"ENSMUSG00000099895",0,0,0,0,0,0
"ENSMUSG00000100554",0,0,0,0,0,0
"ENSMUSG00000099473",0,0,0,0,0,0
"ENSMUSG00000099591",0,0,0,0,0,0
"ENSMUSG00000109887",0,0,0,0,0,0
"ENSMUSG00000102001",0,0,0,0,0,0
"ENSMUSG00000101717",0,0,0,0,0,0
"ENSMUSG00000025983",0,8,20,0,0,13
"ENSMUSG00000025774",0,0,0,0,0,0
"ENSMUSG00000070977",0,0,0,0,0,0
"ENSMUSG00000073735",0,0,0,0,0,0
"ENSMUSG00000041303",337,1194,3753,250,1308,2266
"ENSMUSG00000109809",0,0,0,0,0,0
"ENSMUSG00000049690",48,126,666,32,265,434
"ENSMUSG00000067773",0,0,0,0,0,0
"ENSMUSG00000101685",0,0,0,0,0,0
"ENSMUSG00000101306",0,0,0,0,0,0
"ENSMUSG00000104519",0,0,0,0,0,0
"ENSMUSG00000088800",0,0,0,0,0,0
"ENSMUSG00000102723",0,0,0,0,0,0
"ENSMUSG00000101644",0,0,0,0,0,0
"ENSMUSG00000103824",0,0,0,0,0,0
"ENSMUSG00000099433",0,0,0,0,0,0
"ENSMUSG00000101600",0,0,0,0,0,0
"ENSMUSG00000089787",0,0,0,0,0,0
"ENSMUSG00000022995",1030,4002,13473,952,5247,8089
"ENSMUSG00000101385",0,0,0,0,0,0
"ENSMUSG00000103722",2,0,0,0,0,0
"ENSMUSG00000103317",0,0,0,0,0,0
"ENSMUSG00000102950",0,0,0,0,0,0
"ENSMUSG00000042596",0,0,0,0,0,0
"ENSMUSG00000102760",0,0,0,0,0,0
"ENSMUSG00000100720",28,277,455,63,194,263
"ENSMUSG00000073678",451,1774,6901,260,1425,3118
"ENSMUSG00000103379",0,0,0,0,0,0
"ENSMUSG00000104136",0,0,6,0,0,0
"ENSMUSG00000101130",0,0,6,0,0,0
"ENSMUSG00000026511",2496,12497,29038,1268,7096,8323
"ENSMUSG00000103018",0,0,0,0,0,0
"ENSMUSG00000091013",0,0,0,0,0,0
"ENSMUSG00000036155",317,1245,4555,395,1909,3203
"ENSMUSG00000104039",0,0,0,0,0,0
"ENSMUSG00000038633",3613,16406,52200,3578,17655,23671
"ENSMUSG00000104378",0,0,0,0,0,0
"ENSMUSG00000099471",404,1898,3502,290,1364,1254
"ENSMUSG00000106307",0,0,0,0,0,0
"ENSMUSG00002075922",0,0,0,0,0,0
"ENSMUSG00000065687",0,0,0,0,0,0
"ENSMUSG00000103390",0,0,0,0,0,0
"ENSMUSG00000026594",211,1088,2703,175,1028,1091
"ENSMUSG00000025927",0,0,0,0,0,0
"ENSMUSG00000100538",0,0,0,0,0,0
"ENSMUSG00000101117",0,0,0,0,0,0
"ENSMUSG00000100204",2,4,16,0,0,0
"ENSMUSG00002076883",0,0,0,0,0,0
"ENSMUSG00000102597",0,0,0,0,0,0
"ENSMUSG00000101964",0,0,0,0,0,0
"ENSMUSG00000047539",430,1926,5609,408,2219,3128
"ENSMUSG00000097260",0,0,0,0,0,0
"ENSMUSG00000073482",6,25,80,1,26,16
"ENSMUSG00000033544",0,6,44,0,11,7
"ENSMUSG00000103303",2,0,3,0,0,0
"ENSMUSG00000102960",0,2,6,0,0,0
"ENSMUSG00000101905",0,2,0,0,4,10
"ENSMUSG00000101768",0,0,0,0,0,0
"ENSMUSG00000103325",0,0,0,0,0,0
"ENSMUSG00000026347",845,4653,12872,973,3647,5928
"ENSMUSG00000026348",0,2,1,0,0,0
"ENSMUSG00000102014",0,4,14,0,2,2
"ENSMUSG00000026510",358,1804,5058,486,2507,3576
"ENSMUSG00000043760",24,222,644,64,375,644
"ENSMUSG00000091806",0,0,0,0,0,0
"ENSMUSG00000101853",0,0,0,0,0,0
"ENSMUSG00000104095",0,0,0,0,0,0
"ENSMUSG00000089914",0,0,0,0,0,0
"ENSMUSG00000090142",0,0,2,2,2,0
"ENSMUSG00000070175",0,0,0,0,0,0
"ENSMUSG00000099906",0,0,0,0,2,0
"ENSMUSG00000065559",0,0,0,0,0,0
"ENSMUSG00000065480",0,0,0,0,0,0
"ENSMUSG00000025929",0,0,0,0,0,2
"ENSMUSG00000026349",385,1634,4653,198,1077,1754
"ENSMUSG00000041872",0,6,10,0,0,0
"ENSMUSG00000052331",303,992,3367,300,1381,2760
"ENSMUSG00000026234",4029,16609,50675,3479,21463,25927
"ENSMUSG00000101674",0,3,0,0,0,0
"ENSMUSG00000102503",0,0,2,0,0,0
"ENSMUSG00000064837",0,0,0,0,0,0
"ENSMUSG00002075552",0,0,1,0,0,0
"ENSMUSG00000104627",0,0,0,0,0,0
"ENSMUSG00000102642",0,0,0,0,0,0
"ENSMUSG00002076827",0,0,0,0,0,0
"ENSMUSG00000064823",0,0,0,0,0,0
"ENSMUSG00000073627",20,104,175,5,74,78
"ENSMUSG00000026509",1327,6261,15168,994,6273,7537
"ENSMUSG00000110510",0,0,0,0,0,0
"ENSMUSG00000102234",0,0,3,0,0,2
"ENSMUSG00000104415",2,12,0,0,0,4
"ENSMUSG00000026237",0,0,2,0,0,10
"ENSMUSG00000036574",0,0,0,0,0,0
"ENSMUSG00000101328",0,0,0,0,0,0
"ENSMUSG00000051590",58,122,756,36,258,421
"ENSMUSG00000041859",112,428,1320,34,878,459
"ENSMUSG00000099714",0,0,0,0,0,0
"ENSMUSG00000102121",0,0,0,0,0,0
"ENSMUSG00000088858",0,0,0,0,0,0
"ENSMUSG00000097934",0,0,35,0,0,0
"ENSMUSG00000026592",0,0,24,0,5,0
"ENSMUSG00000109913",0,0,0,0,0,0
"ENSMUSG00000025982",1719,7001,22568,1070,7122,11368
"ENSMUSG00000103030",0,2,24,2,0,42
"ENSMUSG00000026238",16414,71403,166687,13002,67287,79949
"ENSMUSG00000025931",48,242,766,72,369,506
"ENSMUSG00000077314",0,0,0,0,0,0
"ENSMUSG00000100929",0,0,0,0,0,0
"ENSMUSG00000041809",46,237,825,65,361,715
"ENSMUSG00000026239",622,2998,7217,544,2931,3159
"ENSMUSG00000102927",0,0,0,0,0,0
"ENSMUSG00000025981",542,2108,5659,367,1634,2185
"ENSMUSG00000101122",0,4,21,0,6,0
"ENSMUSG00000041779",84,402,970,138,732,876
"ENSMUSG00000099971",0,0,0,0,4,0
"ENSMUSG00000100819",0,8,27,1,22,5
"ENSMUSG00000036104",1388,5370,17746,1184,5826,10139
"ENSMUSG00000025933",63,162,416,40,202,262
"ENSMUSG00000102633",0,0,0,0,0,0
"ENSMUSG00000026240",148,842,2242,148,888,925
"ENSMUSG00002075077",0,0,0,0,0,0
"ENSMUSG00000103609",0,4,0,0,0,0
"ENSMUSG00000070565",284,738,2532,151,781,1637
"ENSMUSG00000026241",2,6,28,0,4,0
"ENSMUSG00000102326",2,2,0,0,0,0
"ENSMUSG00000102391",0,0,0,0,0,0
"ENSMUSG00000087632",0,0,0,0,0,0
"ENSMUSG00000103808",0,16,2,0,0,0
"ENSMUSG00000025980",3728,14532,39572,2263,12710,17734
"ENSMUSG00000073676",1941,7772,16388,746,4367,4917
"ENSMUSG00000100736",0,0,0,0,0,0
"ENSMUSG00000089670",2,14,3,8,4,0
"ENSMUSG00000025934",40,296,548,6,286,122
"ENSMUSG00000099343",0,0,0,0,0,0
"ENSMUSG00000096375",14,8,60,14,46,50
"ENSMUSG00000036086",32,143,459,48,113,276
"ENSMUSG00000099760",0,10,2,0,0,12
"ENSMUSG00000104164",0,0,3,0,0,10
"ENSMUSG00000058603",458,3620,7504,658,3208,3174
"ENSMUSG00000102782",0,0,0,0,0,0
"ENSMUSG00000103999",0,0,0,0,0,0
"ENSMUSG00000033488",296,1036,3924,238,828,1466
"ENSMUSG00000087093",0,0,4,0,0,0
"ENSMUSG00000093963",0,0,0,0,0,0
"ENSMUSG00000067750",0,0,0,0,6,0
"ENSMUSG00000086194",0,0,0,0,0,0
"ENSMUSG00000094436",0,0,0,0,0,0
"ENSMUSG00000041722",0,8,0,0,0,0
"ENSMUSG00000025979",933,3395,8808,664,3000,4232
"ENSMUSG00000085507",0,0,0,0,0,0
"ENSMUSG00000061863",0,2,4,0,2,0
"ENSMUSG00000094926",0,0,0,0,0,0
"ENSMUSG00000085079",0,0,0,0,0,0
"ENSMUSG00000085679",0,0,0,0,0,0
"ENSMUSG00000053333",174,998,2621,260,1306,1436
"ENSMUSG00000100225",0,0,0,0,0,0
"ENSMUSG00000100768",0,0,0,0,0,0
"ENSMUSG00000104121",0,0,0,0,0,0
"ENSMUSG00000102383",0,0,0,0,0,0
"ENSMUSG00000104400",2,0,0,0,3,0
"ENSMUSG00000102293",0,0,0,0,0,0
"ENSMUSG00000102649",0,20,18,0,6,10
"ENSMUSG00000084106",1602,7592,19264,1224,6382,6954
"ENSMUSG00000102571",10,0,0,0,2,0
"ENSMUSG00000099401",0,0,0,0,0,0
"ENSMUSG00000102956",0,2,4,0,0,0
"ENSMUSG00000103984",0,10,8,2,0,0
"ENSMUSG00000025978",16,64,121,15,126,94
"ENSMUSG00000046994",84,266,764,38,300,378
"ENSMUSG00000101625",0,0,5,0,15,11
"ENSMUSG00000026246",0,0,0,0,0,0
"ENSMUSG00000079440",0,12,0,0,0,0
"ENSMUSG00000100940",0,0,0,0,0,0
"ENSMUSG00000028033",4,18,47,12,56,34
"ENSMUSG00000036500",0,6,0,0,0,0
"ENSMUSG00000099839",0,4,0,0,2,0
"ENSMUSG00000104138",0,0,0,0,0,0
"ENSMUSG00000082935",12,56,150,18,44,40
"ENSMUSG00000103748",0,0,0,0,0,0
"ENSMUSG00000025977",0,24,0,2,13,8
"ENSMUSG00000100215",14,134,308,28,104,132
"ENSMUSG00000101945",0,0,0,0,0,0
"ENSMUSG00000101085",0,0,0,0,0,0
"ENSMUSG00000038349",25,70,77,14,70,68
"ENSMUSG00000102145",148,767,1378,105,449,511
"ENSMUSG00000100309",0,0,0,0,0,0
"ENSMUSG00000056211",593,2666,9390,578,3142,4767
"ENSMUSG00000102831",0,0,0,0,0,0
"ENSMUSG00000101535",0,0,0,0,0,4
"ENSMUSG00000099950",0,0,0,0,0,0
"ENSMUSG00000104239",0,0,0,0,0,0
"ENSMUSG00000102491",0,0,0,0,0,0
"ENSMUSG00000102179",0,0,0,0,0,0
"ENSMUSG00000103497",0,0,0,0,0,0
"ENSMUSG00000100372",0,0,0,0,0,0
"ENSMUSG00000065520",0,0,0,0,0,0
"ENSMUSG00000100944",0,2,30,2,0,2
"ENSMUSG00000101332",0,0,0,0,0,0
"ENSMUSG00000045336",0,0,0,0,0,0
"ENSMUSG00000026247",22,12,112,8,58,98
"ENSMUSG00000026353",3366,15271,41355,2463,11756,16948
"ENSMUSG00000036480",12,2,6,0,2,2
"ENSMUSG00000026589",351,1593,6146,220,1237,2557
"ENSMUSG00000103021",0,0,0,0,0,0
"ENSMUSG00000103501",0,0,0,0,0,0
"ENSMUSG00000026354",0,11,40,0,4,0
"ENSMUSG00000102245",0,0,0,0,0,0
"ENSMUSG00000103962",0,0,0,0,0,0
"ENSMUSG00000102789",0,0,0,0,0,0
"ENSMUSG00000004031",22,170,768,6,44,164
"ENSMUSG00000026251",0,0,0,0,0,0
"ENSMUSG00000026355",318,1141,3166,248,1818,1622
"ENSMUSG00000038331",14,18,72,0,30,24
