Name;GSM3711329_WT1_NT;GSM3711330_WT2_NT;GSM3711331_WT3_NT;GSM3711332_WT1_Dox;GSM3711334_WT3_Dox;GSM3711335_LOF8_NT;GSM3711336_LOF11_NT;GSM3711337_LOF15_NT;GSM3711338_LOF8_Dox;GSM3711339_LOF11_Dox;GSM3711340_LOF15_Dox;GSM3711333_WT2_Dox;
2810013P06Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Spg7;1411;1600;2776;1761;2757;1411;1600;2776;1761;2757;1411;1600;2776
Rpl13;19753;27173;46873;20945;37974;19753;27173;46873;20945;37974;19753;27173;46873
Cpne7;22;37;75;38;38;22;37;75;38;38;22;37;75
Sult5a1;59;69;66;169;121;59;69;66;169;121;59;69;66
Dpep1;1;1;0;2;0;1;1;0;2;0;1;1;0
Chmp1a;3555;4092;7144;3024;5118;3555;4092;7144;3024;5118;3555;4092;7144
Spata33;2;3;15;7;3;2;3;15;7;3;2;3;15
Cdk10;648;815;1281;712;1018;648;815;1281;712;1018;648;815;1281
Spata2l;5;7;7;13;18;5;7;7;13;18;5;7;7
Vps9d1;164;293;611;277;479;164;293;611;277;479;164;293;611
Zfp276;63;151;222;113;207;63;151;222;113;207;63;151;222
Fanca;2733;4023;6690;3192;4939;2733;4023;6690;3192;4939;2733;4023;6690
Spire2;244;229;404;223;441;244;229;404;223;441;244;229;404
Tcf25;6691;8275;14557;5942;10228;6691;8275;14557;5942;10228;6691;8275;14557
Mc1r;0;1;0;1;0;0;1;0;1;0;0;1;0
Gm38092;0;0;0;0;0;0;0;0;0;0;0;0;0
Tubb3;315;507;618;248;647;315;507;618;248;647;315;507;618
Def8;1363;1428;2194;1585;2229;1363;1428;2194;1585;2229;1363;1428;2194
Afg3l1;2634;3001;4722;2808;3667;2634;3001;4722;2808;3667;2634;3001;4722
Dbndd1;40;71;99;27;45;40;71;99;27;45;40;71;99
Gas8;259;469;838;258;447;259;469;838;258;447;259;469;838
Rhou;35;22;52;20;16;35;22;52;20;16;35;22;52
Gm45865;0;0;0;0;0;0;0;0;0;0;0;0;0
Rab4a;434;696;1214;412;762;434;696;1214;412;762;434;696;1214
Ccsap;392;321;452;377;321;392;321;452;377;321;392;321;452
Acta1;17;16;99;83;7;17;16;99;83;7;17;16;99
Nup133;10439;10232;16443;9659;11722;10439;10232;16443;9659;11722;10439;10232;16443
Abcb10;1757;1174;2188;1573;1417;1757;1174;2188;1573;1417;1757;1174;2188
Taf5l;4958;5086;8573;5503;8083;4958;5086;8573;5503;8083;4958;5086;8573
Urb2;1394;1487;2381;1466;1887;1394;1487;2381;1466;1887;1394;1487;2381
Galnt2;1;5;6;0;2;1;5;6;0;2;1;5;6
Pgbd5;158;224;388;205;146;158;224;388;205;146;158;224;388
Cog2;1468;2087;3479;1811;2555;1468;2087;3479;1811;2555;1468;2087;3479
Agt;3;3;0;0;0;3;3;0;0;0;3;3;0
Capn9;2;5;1;1;1;2;5;1;1;1;2;5;1
2310022B05Rik;1707;1605;2532;986;1389;1707;1605;2532;986;1389;1707;1605;2532
Ttc13;1558;2083;4006;1927;2682;1558;2083;4006;1927;2682;1558;2083;4006
Arv1;945;1406;2573;800;1342;945;1406;2573;800;1342;945;1406;2573
Fam89a;39;50;88;91;95;39;50;88;91;95;39;50;88
Trim67;11;5;24;4;7;11;5;24;4;7;11;5;24
2810004N23Rik;5307;6932;11373;5095;6899;5307;6932;11373;5095;6899;5307;6932;11373
Gnpat;7042;8407;14687;7959;9944;7042;8407;14687;7959;9944;7042;8407;14687
Exoc8;547;857;1789;581;918;547;857;1789;581;918;547;857;1789
Sprtn;1228;1699;2886;1288;1856;1228;1699;2886;1288;1856;1228;1699;2886
Egln1;1375;454;769;416;265;1375;454;769;416;265;1375;454;769
Tsnax;2089;2517;4868;1991;2437;2089;2517;4868;1991;2437;2089;2517;4868
Disc1;34;32;97;16;48;34;32;97;16;48;34;32;97
Sipa1l2;2385;2374;3914;2655;3350;2385;2374;3914;2655;3350;2385;2374;3914
Map10;171;177;246;179;120;171;177;246;179;120;171;177;246
Ntpcr;810;553;828;502;462;810;553;828;502;462;810;553;828
Pcnx2;54;123;361;47;93;54;123;361;47;93;54;123;361
Map3k21;18;19;73;6;11;18;19;73;6;11;18;19;73
Kcnk1;833;1224;2705;236;259;833;1224;2705;236;259;833;1224;2705
Gm45876;0;0;0;0;0;0;0;0;0;0;0;0;0
Slc35f3;50;30;82;40;38;50;30;82;40;38;50;30;82
Coa6;237;358;694;265;416;237;358;694;265;416;237;358;694
Tarbp1;1492;2172;3868;1198;1883;1492;2172;3868;1198;1883;1492;2172;3868
Irf2bp2;582;768;1405;697;985;582;768;1405;697;985;582;768;1405
Tomm20;7423;7396;13259;8177;9426;7423;7396;13259;8177;9426;7423;7396;13259
Rbm34;2701;3131;5986;3831;3989;2701;3131;5986;3831;3989;2701;3131;5986
Pard3;2809;3205;6182;2276;3012;2809;3205;6182;2276;3012;2809;3205;6182
Nrp1;9;11;26;47;10;9;11;26;47;10;9;11;26
Gm45746;2;0;0;0;0;2;0;0;0;0;2;0;0
Itgb1;11144;11244;20696;9914;8652;11144;11244;20696;9914;8652;11144;11244;20696
Ccdc7a;12;6;36;6;13;12;6;36;6;13;12;6;36
Gm3952;0;0;0;0;0;0;0;0;0;0;0;0;0
Ccdc7b;0;4;0;3;3;0;4;0;3;3;0;4;0
Gm10999;0;0;0;0;0;0;0;0;0;0;0;0;0
2610044O15Rik8;1000;1529;2441;1322;1517;1000;1529;2441;1322;1517;1000;1529;2441
Gm10722;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm11168;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm10721;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm10720;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm10719;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm10718;1;0;0;1;2;1;0;0;1;2;1;0;0
Gm10717;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm17535;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm10715;0;0;0;0;0;0;0;0;0;0;0;0;0
Alkbh8;1060;1302;2428;1284;1664;1060;1302;2428;1284;1664;1060;1302;2428
Cwf19l2;2088;1917;3308;2365;2278;2088;1917;3308;2365;2278;2088;1917;3308
Gucy1a2;161;188;478;178;270;161;188;478;178;270;161;188;478
Aasdhppt;1857;1846;3485;1791;1644;1857;1846;3485;1791;1644;1857;1846;3485
Kbtbd3;75;137;203;125;132;75;137;203;125;132;75;137;203
Msantd4;1301;2091;3134;1716;1854;1301;2091;3134;1716;1854;1301;2091;3134
Gria4;19;53;117;30;46;19;53;117;30;46;19;53;117
Casp1;0;0;0;0;0;0;0;0;0;0;0;0;0
Casp4;1;2;0;0;0;1;2;0;0;0;1;2;0
Casp12;0;0;0;1;0;0;0;0;1;0;0;0;0
Pdgfd;15;57;168;28;58;15;57;168;28;58;15;57;168
Ddi1;0;0;0;0;0;0;0;0;0;0;0;0;0
Dync2h1;493;625;1234;548;832;493;625;1234;548;832;493;625;1234
Dcun1d5;1942;2215;3773;1606;1580;1942;2215;3773;1606;1580;1942;2215;3773
Mmp13;0;0;0;0;0;0;0;0;0;0;0;0;0
Mmp12;1;1;1;1;5;1;1;1;1;5;1;1;1
Mmp1b;27;7;37;20;7;27;7;37;20;7;27;7;37
Mmp3;0;0;0;0;0;0;0;0;0;0;0;0;0
Mmp1a;0;0;0;0;0;0;0;0;0;0;0;0;0
Mmp10;0;0;0;0;0;0;0;0;0;0;0;0;0
Mmp8;0;0;0;0;0;0;0;0;0;0;0;0;0
Mmp27;0;0;0;0;0;0;0;0;0;0;0;0;0
Mmp20;1;0;0;0;0;1;0;0;0;0;1;0;0
Mmp7;0;0;0;0;0;0;0;0;0;0;0;0;0
Tmem123;1290;1010;2188;1199;1246;1290;1010;2188;1199;1246;1290;1010;2188
Birc2;2082;2192;3571;2682;2419;2082;2192;3571;2682;2419;2082;2192;3571
Birc3;103;138;230;102;68;103;138;230;102;68;103;138;230
Yap1;5834;6187;11273;7947;9278;5834;6187;11273;7947;9278;5834;6187;11273
Gm45494;12;6;10;10;14;12;6;10;10;14;12;6;10
9230110C19Rik;76;103;240;213;211;76;103;240;213;211;76;103;240
Cep126;325;364;675;512;474;325;364;675;512;474;325;364;675
Trpc6;15;19;17;5;18;15;19;17;5;18;15;19;17
Pgr;39;126;205;17;25;39;126;205;17;25;39;126;205
Gm16485;1;1;0;0;1;1;1;0;0;1;1;1;0
Arhgap42;569;519;964;778;600;569;519;964;778;600;569;519;964
Cntn5;31;28;40;40;43;31;28;40;40;43;31;28;40
AC124456.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Jrkl;222;262;300;167;155;222;262;300;167;155;222;262;300
Ccdc82;141;166;184;185;171;141;166;184;185;171;141;166;184
Maml2;129;312;195;31;105;129;312;195;31;105;129;312;195
CAAA01194877.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Phxr4;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm17571;0;0;0;0;0;0;0;0;0;0;0;0;0
AC241616.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Mtmr2;2246;2855;5198;2345;3021;2246;2855;5198;2345;3021;2246;2855;5198
Cep57;2531;3537;5442;3050;3948;2531;3537;5442;3050;3948;2531;3537;5442
Fam76b;1889;2025;3075;1952;2102;1889;2025;3075;1952;2102;1889;2025;3075
Sesn3;997;1300;2078;952;1408;997;1300;2078;952;1408;997;1300;2078
Endod1;45;46;111;69;34;45;46;111;69;34;45;46;111
Kdm4d;5;2;4;2;1;5;2;4;2;1;5;2;4
Cwc15;3282;3188;5489;2905;2922;3282;3188;5489;2905;2922;3282;3188;5489
Amotl1;1183;857;1793;1930;919;1183;857;1793;1930;919;1183;857;1793
4930584E12Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Piwil4;89;46;93;83;53;89;46;93;83;53;89;46;93
Fut4;24;28;73;45;18;24;28;73;45;18;24;28;73
1700012B09Rik;1;0;0;0;0;1;0;0;0;0;1;0;0
Ankrd49;925;841;1773;882;693;925;841;1773;882;693;925;841;1773
Mre11a;2655;3133;5522;2609;3096;2655;3133;5522;2609;3096;2655;3133;5522
Gpr83;3;16;5;2;12;3;16;5;2;12;3;16;5
Izumo1r;0;0;2;5;0;0;0;2;5;0;0;0;2
Panx1;274;506;832;328;524;274;506;832;328;524;274;506;832
Hephl1;2;1;0;1;0;2;1;0;1;0;2;1;0
Vstm5;207;13;24;73;28;207;13;24;73;28;207;13;24
Med17;2415;3081;5159;2577;3358;2415;3081;5159;2577;3358;2415;3081;5159
4931406C07Rik;674;688;925;891;773;674;688;925;891;773;674;688;925
Taf1d;3517;6705;10853;6138;6970;3517;6705;10853;6138;6970;3517;6705;10853
Cep295;2919;3210;5389;3604;4284;2919;3210;5389;3604;4284;2919;3210;5389
Smco4;212;295;769;132;199;212;295;769;132;199;212;295;769
Deup1;2;6;33;2;6;2;6;33;2;6;2;6;33
Slc36a4;78;155;337;65;127;78;155;337;65;127;78;155;337
Mtnr1b;0;0;0;0;0;0;0;0;0;0;0;0;0
Fat3;8;27;51;2;11;8;27;51;2;11;8;27;51
AC154406.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Chordc1;3463;4004;6850;3715;3749;3463;4004;6850;3715;3749;3463;4004;6850
Naalad2;9;29;74;14;14;9;29;74;14;14;9;29;74
Ubtfl1;0;4;0;0;0;0;4;0;0;0;0;4;0
Mbd3l2;0;0;0;0;0;0;0;0;0;0;0;0;0
Zfp558;95;90;149;120;137;95;90;149;120;137;95;90;149
Mbd3l1;0;0;0;0;0;0;0;0;0;0;0;0;0
Muc16;3;9;13;3;4;3;9;13;3;4;3;9;13
Olfr24;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr828;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr829;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr830;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr832;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr834;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr835;0;1;0;0;0;0;1;0;0;0;0;1;0
Olfr836;1;1;9;5;17;1;1;9;5;17;1;1;9
Olfr837;0;0;3;0;0;0;0;3;0;0;0;0;3
Olfr839-ps1;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr843;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr844;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr845;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr846;0;0;1;0;0;0;0;1;0;0;0;0;1
Olfr847;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr849;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr850;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr851;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr853;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr854;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr855;0;0;0;0;0;0;0;0;0;0;0;0;0
Zfp317;1620;1939;3359;1717;2324;1620;1939;3359;1717;2324;1620;1939;3359
Olfr857;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr58;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr859;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr860;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr862;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr77;13;4;43;15;11;13;4;43;15;11;13;4;43
Olfr863-ps1;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr866;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr867;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr868;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr869;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr870;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr871;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr872;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr39;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr873;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr18;0;0;0;0;2;0;0;0;0;2;0;0;0
Zfp560;158;199;314;222;222;158;199;314;222;222;158;199;314
4921534A09Rik;4;1;5;0;1;4;1;5;0;1;4;1;5
Zfp26;1538;1994;3175;1755;2259;1538;1994;3175;1755;2259;1538;1994;3175
Zfp426;394;668;1111;521;642;394;668;1111;521;642;394;668;1111
Zfp266;2213;3793;6457;2253;3925;2213;3793;6457;2253;3925;2213;3793;6457
Zfp846;273;337;531;302;322;273;337;531;302;322;273;337;531
AC164565.1;4;8;8;3;8;4;8;8;3;8;4;8;8
Fbxl12;339;340;723;420;500;339;340;723;420;500;339;340;723
Ubl5;1750;1693;3084;1859;2937;1750;1693;3084;1859;2937;1750;1693;3084
Pin1;1932;3326;5667;1829;3426;1932;3326;5667;1829;3426;1932;3326;5667
Olfm2;95;118;156;136;213;95;118;156;136;213;95;118;156
Col5a3;200;164;183;243;387;200;164;183;243;387;200;164;183
Rdh8;0;0;0;0;0;0;0;0;0;0;0;0;0
A230050P20Rik;446;609;1172;558;1027;446;609;1172;558;1027;446;609;1172
Angptl6;110;74;176;60;135;110;74;176;60;135;110;74;176
Ppan;2002;4877;9470;2059;6562;2002;4877;9470;2059;6562;2002;4877;9470
Eif3g;4527;6806;11105;5293;9156;4527;6806;11105;5293;9156;4527;6806;11105
Dnmt1;10345;13785;24395;11536;20898;10345;13785;24395;11536;20898;10345;13785;24395
S1pr2;2142;1927;2917;2986;2815;2142;1927;2917;2986;2815;2142;1927;2917
Mrpl4;1231;2053;3484;1369;3141;1231;2053;3484;1369;3141;1231;2053;3484
Icam1;1107;1300;2192;1488;2553;1107;1300;2192;1488;2553;1107;1300;2192
Icam4;26;14;48;20;31;26;14;48;20;31;26;14;48
Icam5;35;21;46;36;36;35;21;46;36;36;35;21;46
Zglp1;2;1;2;1;1;2;1;2;1;1;2;1;2
AC163637.2;1;5;4;0;3;1;5;4;0;3;1;5;4
Raver1_1;4;12;26;2;16;4;12;26;2;16;4;12;26
Fdx1l;1;14;13;3;19;1;14;13;3;19;1;14;13
Raver1_2;0;0;1;0;0;0;0;1;0;0;0;0;1
Tyk2;1727;2528;4270;2189;3144;1727;2528;4270;2189;3144;1727;2528;4270
Cdc37;5848;8364;13801;4699;9322;5848;8364;13801;4699;9322;5848;8364;13801
Pde4a;464;290;450;564;363;464;290;450;564;363;464;290;450
Keap1;383;484;959;440;563;383;484;959;440;563;383;484;959
S1pr5;4;3;6;9;1;4;3;6;9;1;4;3;6
AC163637.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Atg4d;572;787;1215;708;1048;572;787;1215;708;1048;572;787;1215
Kri1;1832;2562;4374;2386;3558;1832;2562;4374;2386;3558;1832;2562;4374
Cdkn2d;299;273;460;293;354;299;273;460;293;354;299;273;460
Ap1m2;1263;755;2383;1279;1580;1263;755;2383;1279;1580;1263;755;2383
Slc44a2;2512;1953;4091;3149;3088;2512;1953;4091;3149;3088;2512;1953;4091
Ilf3;10233;13061;20569;10887;18206;10233;13061;20569;10887;18206;10233;13061;20569
Qtrt1;785;1140;2387;1023;1815;785;1140;2387;1023;1815;785;1140;2387
Dnm2;2158;2242;3899;3242;3111;2158;2242;3899;3242;3111;2158;2242;3899
Tmed1;874;1207;2317;977;1681;874;1207;2317;977;1681;874;1207;2317
AB124611;1;1;0;0;0;1;1;0;0;0;1;1;0
Carm1;5532;7694;14317;4578;8734;5532;7694;14317;4578;8734;5532;7694;14317
Yipf2;247;291;443;438;506;247;291;443;438;506;247;291;443
Timm29;1001;1194;2075;1186;1659;1001;1194;2075;1186;1659;1001;1194;2075
Smarca4;8598;12610;22540;8102;17231;8598;12610;22540;8102;17231;8598;12610;22540
Ldlr;3356;3644;5600;2445;3674;3356;3644;5600;2445;3674;3356;3644;5600
Spc24;1416;1928;3338;1953;2840;1416;1928;3338;1953;2840;1416;1928;3338
Kank2;1755;2496;3437;1815;3248;1755;2496;3437;1815;3248;1755;2496;3437
Dock6;2819;2189;3491;3163;4219;2819;2189;3491;3163;4219;2819;2189;3491
Angptl8;0;0;0;2;0;0;0;0;2;0;0;0;0
Rab3d;539;440;652;533;623;539;440;652;533;623;539;440;652
Tmem205;156;176;329;88;214;156;176;329;88;214;156;176;329
Ccdc159;36;50;123;74;91;36;50;123;74;91;36;50;123
Plppr2;106;162;262;84;186;106;162;262;84;186;106;162;262
Swsap1;584;594;1010;449;642;584;594;1010;449;642;584;594;1010
Epor;118;74;193;72;143;118;74;193;72;143;118;74;193
Rgl3;28;24;87;19;18;28;24;87;19;18;28;24;87
Ccdc151;65;119;183;84;75;65;119;183;84;75;65;119;183
Prkcsh;2944;4450;8129;3829;7189;2944;4450;8129;3829;7189;2944;4450;8129
Elavl3;598;582;1005;332;663;598;582;1005;332;663;598;582;1005
AC163623.1;0;0;0;0;2;0;0;0;0;2;0;0;0
Zfp653;45;131;206;62;175;45;131;206;62;175;45;131;206
Ecsit;1829;2288;3860;1480;2350;1829;2288;3860;1480;2350;1829;2288;3860
Cnn1;156;461;1511;114;393;156;461;1511;114;393;156;461;1511
Elof1;1236;1625;2876;1110;1716;1236;1625;2876;1110;1716;1236;1625;2876
Acp5;483;174;331;237;369;483;174;331;237;369;483;174;331
Pigyl;329;325;544;345;665;329;325;544;345;665;329;325;544
Zfp872;4;2;0;2;3;4;2;0;2;3;4;2;0
Zfp809;1124;1320;2841;1307;2246;1124;1320;2841;1307;2246;1124;1320;2841
AC159308.2;0;0;0;0;0;0;0;0;0;0;0;0;0
Zfp599;613;919;1620;693;982;613;919;1620;693;982;613;919;1620
Gm39307;3;0;7;0;3;3;0;7;0;3;3;0;7
Zfp810;216;212;279;339;280;216;212;279;339;280;216;212;279
AC159308.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Anln;9494;6486;10669;11708;9849;9494;6486;10669;11708;9849;9494;6486;10669
Rp9;624;671;1152;412;578;624;671;1152;412;578;624;671;1152
9530077C05Rik;134;57;106;93;52;134;57;106;93;52;134;57;106
Gm17545;0;0;2;0;0;0;0;2;0;0;0;0;2
Bbs9;361;399;589;367;483;361;399;589;367;483;361;399;589
Bmper;4;1;16;1;4;4;1;16;1;4;4;1;16
Npsr1;0;2;10;5;1;0;2;10;5;1;0;2;10
CT010514.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Dpy19l1;3374;3420;5676;2661;2950;3374;3420;5676;2661;2950;3374;3420;5676
AC102554.1;11;0;15;9;4;11;0;15;9;4;11;0;15
Dpy19l2;4;9;18;1;5;4;9;18;1;5;4;9;18
Cypt4;0;0;0;0;0;0;0;0;0;0;0;0;0
Tbx20;70;28;124;170;71;70;28;124;170;71;70;28;124
Gm10181;0;0;0;0;0;0;0;0;0;0;0;0;0
Herpud2;985;628;1096;753;424;985;628;1096;753;424;985;628;1096
Sept7;5532;5539;8902;5951;4733;5532;5539;8902;5951;4733;5532;5539;8902
Eepd1;40;66;86;85;50;40;66;86;85;50;40;66;86
B3gat1;5;26;67;7;18;5;26;67;7;18;5;26;67
Glb1l2;163;82;149;250;121;163;82;149;250;121;163;82;149
Glb1l3;2;0;1;2;2;2;0;1;2;2;2;0;1
Gm1110;0;4;2;1;2;0;4;2;1;2;0;4;2
Acad8;881;1239;1988;1145;1458;881;1239;1988;1145;1458;881;1239;1988
Thyn1;2462;2606;4813;2401;3132;2462;2606;4813;2401;3132;2462;2606;4813
Vps26b;1672;1586;2865;1156;1411;1672;1586;2865;1156;1411;1672;1586;2865
AC156163.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ncapd3;3283;3620;5778;3850;4871;3283;3620;5778;3850;4871;3283;3620;5778
Jam3;468;661;1281;617;922;468;661;1281;617;922;468;661;1281
Igsf9b;1228;1182;2582;1791;2596;1228;1182;2582;1791;2596;1228;1182;2582
Spata19;0;0;0;0;0;0;0;0;0;0;0;0;0
Opcml;7;4;12;6;1;7;4;12;6;1;7;4;12
Ntm;6;3;17;17;35;6;3;17;17;35;6;3;17
Gm30933;0;0;0;0;0;0;0;0;0;0;0;0;0
Snx19;494;724;1544;525;707;494;724;1544;525;707;494;724;1544
Adamts15;145;231;599;82;113;145;231;599;82;113;145;231;599
Adamts8;13;3;16;12;4;13;3;16;12;4;13;3;16
Zbtb44;1284;1110;1828;1796;1533;1284;1110;1828;1796;1533;1284;1110;1828
St14;1366;1116;3187;2894;2762;1366;1116;3187;2894;2762;1366;1116;3187
Aplp2;11106;10841;19440;13859;13794;11106;10841;19440;13859;13794;11106;10841;19440
Prdm10;1055;1277;2209;1206;1743;1055;1277;2209;1206;1743;1055;1277;2209
Nfrkb;1326;2282;3409;1441;2241;1326;2282;3409;1441;2241;1326;2282;3409
Tmem45b;7;5;12;10;5;7;5;12;10;5;7;5;12
5033425B01Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
4930434F21Rik;0;0;4;1;0;0;0;4;1;0;0;0;4
Barx2;16;1;8;12;15;16;1;8;12;15;16;1;8
Arhgap32;2002;2016;3826;2484;3644;2002;2016;3826;2484;3644;2002;2016;3826
Kcnj5;1;2;2;0;0;1;2;2;0;0;1;2;2
Kcnj1;0;0;0;0;0;0;0;0;0;0;0;0;0
Fli1;4;1;4;1;0;4;1;4;1;0;4;1;4
Gm38292;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38346;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37474;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37082;0;0;0;0;0;0;0;0;0;0;0;0;0
Ets1;114;98;172;144;69;114;98;172;144;69;114;98;172
Gm37167;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37192;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37758;0;0;0;1;0;0;0;0;1;0;0;0;0
Kirrel3;7;4;0;0;7;7;4;0;0;7;7;4;0
Gm38217;0;0;0;0;0;0;0;0;0;0;0;0;0
St3gal4;227;407;585;303;491;227;407;585;303;491;227;407;585
Dcps;1474;1853;3013;1410;2102;1474;1853;3013;1410;2102;1474;1853;3013
Tirap;180;259;375;272;187;180;259;375;272;187;180;259;375
Srpr;5175;5096;8069;4968;4784;5175;5096;8069;4968;4784;5175;5096;8069
Foxred1;1948;1939;3018;2192;2162;1948;1939;3018;2192;2162;1948;1939;3018
Fam118b;772;1049;1803;946;1227;772;1049;1803;946;1227;772;1049;1803
Rpusd4;1380;1762;3101;1399;2459;1380;1762;3101;1399;2459;1380;1762;3101
2610105M22Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Cdon;775;658;992;919;882;775;658;992;919;882;775;658;992
Gm1113;0;0;0;0;0;0;0;0;0;0;0;0;0
Ddx25;313;522;754;340;501;313;522;754;340;501;313;522;754
Pus3;624;789;1490;605;867;624;789;1490;605;867;624;789;1490
Hyls1;486;593;706;670;571;486;593;706;670;571;486;593;706
Pate2;40;23;55;50;28;40;23;55;50;28;40;23;55
Pate4;0;0;0;0;0;0;0;0;0;0;0;0;0
Pate3;0;0;0;0;0;0;0;0;0;0;0;0;0
Pate1;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm17677;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm17727;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm27235;0;0;0;0;0;0;0;0;0;0;0;0;0
D730048I06Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm36974;0;0;0;0;0;0;0;0;0;0;0;0;0
9230110F15Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
9230113P08Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm5916;0;0;0;1;0;0;0;0;1;0;0;0;0
Gm7257;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm9513;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm5615;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm17689;0;0;0;0;0;0;0;0;0;0;0;0;0
A630095E13Rik;0;0;0;0;1;0;0;0;0;1;0;0;0
1700027I24Rik;4;6;19;17;36;4;6;19;17;36;4;6;19
Acrv1;0;0;0;0;0;0;0;0;0;0;0;0;0
Chek1;3439;3344;5563;3743;4377;3439;3344;5563;3743;4377;3439;3344;5563
Stt3a;7096;7734;13598;7771;8863;7096;7734;13598;7771;8863;7096;7734;13598
Ei24;3407;2801;5412;7425;8296;3407;2801;5412;7425;8296;3407;2801;5412
Fez1;104;97;139;284;164;104;97;139;284;164;104;97;139
Pknox2;36;36;67;77;54;36;36;67;77;54;36;36;67
AC164087.2;0;0;0;0;0;0;0;0;0;0;0;0;0
Tmem218;133;134;97;185;118;133;134;97;185;118;133;134;97
Slc37a2;36;42;96;135;84;36;42;96;135;84;36;42;96
AC138284.4;0;0;0;0;0;0;0;0;0;0;0;0;0
Ccdc15;424;223;346;312;195;424;223;346;312;195;424;223;346
AC138284.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC138284.3;0;0;0;0;0;0;0;0;0;0;0;0;0
Hepacam;5;1;3;7;5;5;1;3;7;5;5;1;3
Robo4;324;443;364;291;219;324;443;364;291;219;324;443;364
Robo3;19;33;39;76;33;19;33;39;76;33;19;33;39
Msantd2;3073;3507;6462;3370;4183;3073;3507;6462;3370;4183;3073;3507;6462
AC105958.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Esam;258;190;205;220;134;258;190;205;220;134;258;190;205
Vsig2;162;113;116;143;133;162;113;116;143;133;162;113;116
Nrgn;75;86;117;52;69;75;86;117;52;69;75;86;117
Siae;592;382;615;414;386;592;382;615;414;386;592;382;615
Spa17;36;24;28;71;14;36;24;28;71;14;36;24;28
